"time","V","i_L","der(V)","der(i_L)","i_C","i_R"
0.038,13.61379685679372,0.7254018608700707,589.2638923021336,10.38620314320628,0.5892638923021336,0.1361379685679372
0.04,14.80046607169863,0.7449899768105219,596.9853160935356,9.199533928301371,0.5969853160935357,0.1480046607169863
0.042,16.00005754165898,0.762191012971869,602.1904375552791,7.999942458341021,0.6021904375552791,0.1600005754165898
0.044,17.20756633583766,0.7769841261221708,604.9084627637942,6.792433664162338,0.6049084627637942,0.1720756633583766
0.046,18.41805473694344,0.7893584013759775,605.1778540065432,5.581945263056561,0.6051778540065431,0.1841805473694344
0.048,19.62667236445991,0.7993128088788957,603.0460852342965,4.373327635540086,0.6030460852342965,0.1962667236445991
0.05,20.82867028721275,0.8068557851446888,598.5690822725613,3.171329712787248,0.5985690822725613,0.2082867028721275
0.052,22.01942213166506,0.8120052894435519,591.8110681269012,1.980577868334937,0.5918110681269012,0.2201942213166506
0.054,23.19443554035515,0.814788278141868,582.8439227383166,0.8055644596448452,0.5828439227383165,0.2319443554035515
0.056,24.34937091043144,0.8152406247663656,571.7469156620512,-0.3493709104314426,0.5717469156620512,0.2434937091043144
0.058,25.48005374084146,0.8134066900332682,558.6061526248536,-1.480053740841456,0.5586061526248536,0.2548005374084146
0.06,26.58248675895249,0.8093389689636152,543.5141013740903,-2.582486758952488,0.5435141013740903,0.2658248675895249
0.062,27.65286672469862,0.8030978535376904,526.5691862907041,-3.652866724698619,0.5265691862907041,0.2765286672469862
